"num1","num2","dec1","unit1","dec2","unit2","dec_dist","unit_dist","num_dist","min_dec","max_dec","min_unit","max_unit","min_num","max_num","vig1","vig2","b20u1","b20u2","within_dec","within_vig","comp","comp_b20","greater60","smaller60","num1_greater","num2_greater","condition","orig_item","dist_discrepancy","dec_pair","matched_group","stim1","stim2","stim1_correct","is_null","isi","stim_shift"
29,34,2,9,3,4,1,5,5,2,3,4,9,29,34,2,3,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","24_39",10,"20s_30s","20s_30s_0","29  ","34",0,0,1025.3641312938355,"stim1-tilt-left"
86,92,8,6,9,2,1,4,6,8,9,2,6,86,92,8,8,6,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","82_96",8,"80s_90s","80s_90s_0","86","92  ",0,0,1126.15785931057,"stim2-tilt-left"
58,52,5,8,5,2,0,6,6,5,5,2,8,52,58,5,5,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","52_58",0,"50s_50s","50s_50s_1","  58","52",1,0,1508.5509354542312,"stim1-tilt-right"
27,53,2,7,5,3,3,4,26,2,5,3,7,27,53,2,5,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","23_57",8,"20s_50s","20s_50s_0","27","53",0,0,1456.0406893672289,"no-tilt"
23,28,2,3,2,8,0,5,5,2,2,3,8,23,28,2,2,3,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","23_28",0,"20s_20s","20s_20s_0","23","  28",0,0,1560.7754473195337,"stim2-tilt-right"
28,23,2,8,2,3,0,5,5,2,2,3,8,23,28,2,2,8,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","23_28",0,"20s_20s","20s_20s_1","28","23  ",1,0,1299.496123119257,"stim2-tilt-left"
76,74,7,6,7,4,0,2,2,7,7,4,6,74,76,6,6,16,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10w_b20w","74_76",0,"70s_70s","70s_70s_1","  76","74",1,0,1192.8122656627881,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,1030.778795031714,"stim1-tilt-left"
79,72,7,9,7,2,0,7,7,7,7,2,9,72,79,6,6,19,12,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10w_b20w","72_79",0,"70s_70s","70s_70s_1","79","72",1,0,1758.785687328288,"no-tilt"
63,72,6,3,7,2,1,1,9,6,7,2,3,63,72,6,6,3,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","62_73",2,"60s_70s","60s_70s_0","63","  72",0,0,1653.5225832183633,"stim2-tilt-right"
29,35,2,9,3,5,1,4,6,2,3,5,9,29,35,2,3,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","25_39",8,"20s_30s","20s_30s_0","  29","35",0,0,1707.9703257798212,"stim1-tilt-right"
53,58,5,3,5,8,0,5,5,5,5,3,8,53,58,5,5,3,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","53_58",0,"50s_50s","50s_50s_0","53","58",0,0,1021.8279784808062,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,1116.1591241095223,"stim2-tilt-right"
94,78,9,4,7,8,2,4,16,7,9,4,8,78,94,8,6,14,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","74_98",8,"70s_90s","70s_90s_1","94","78  ",1,0,1138.646883853214,"stim2-tilt-left"
62,79,6,2,7,9,1,7,17,6,7,2,9,62,79,6,6,2,19,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","62_79",0,"60s_70s","60s_70s_0","62  ","79",0,0,1167.372360034695,"stim1-tilt-left"
35,29,3,5,2,9,1,4,6,2,3,5,9,29,35,3,2,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","25_39",8,"20s_30s","20s_30s_1","  35","29",1,0,1317.3938055140147,"stim1-tilt-right"
68,94,6,8,9,4,3,4,26,6,9,4,8,68,94,6,8,8,14,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","64_98",8,"60s_90s","60s_90s_0","68","  94",0,0,1943.3583328525626,"stim2-tilt-right"
57,23,5,7,2,3,3,4,34,2,5,3,7,23,57,5,2,7,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","23_57",0,"20s_50s","20s_50s_1","57","23  ",1,0,1487.391608967198,"stim2-tilt-left"
23,57,2,3,5,7,3,4,34,2,5,3,7,23,57,2,5,3,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","23_57",0,"20s_50s","20s_50s_0","23  ","57",0,0,1424.780686069488,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1500.0765641226426,"no-tilt"
62,98,6,2,9,8,3,6,36,6,9,2,8,62,98,6,8,2,18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","62_98",0,"60s_90s","60s_90s_0","62","  98",0,0,1026.783444642998,"stim2-tilt-right"
94,68,9,4,6,8,3,4,26,6,9,4,8,68,94,8,6,14,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,"gr60_b10i_b20c","64_98",8,"60s_90s","60s_90s_1","94","68",1,0,1666.6666666666665,"no-tilt"
74,73,7,4,7,3,0,1,1,7,7,3,4,73,74,6,6,14,13,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10w_b20w","73_74",0,"70s_70s","70s_70s_1","74  ","73",1,0,1973.4071877678957,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##  ",NA,1,1046.8342898252943,"stim2-tilt-left"
63,97,6,3,9,7,3,4,34,6,9,3,7,63,97,6,8,3,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","63_97",0,"60s_90s","60s_90s_0","  63","97",0,0,3000,"stim1-tilt-right"
82,89,8,2,8,9,0,7,7,8,8,2,9,82,89,8,8,2,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","82_89",0,"80s_80s","80s_80s_0","82","89  ",0,0,2557.8705410849916,"stim2-tilt-left"
62,94,6,2,9,4,3,2,32,6,9,2,4,62,94,6,8,2,14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","62_94",0,"60s_90s","60s_90s_0","62  ","94",0,0,1987.1550336465557,"stim1-tilt-left"
98,63,9,8,6,3,3,5,35,6,9,3,8,63,98,8,6,18,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_98",0,"60s_90s","60s_90s_1","98","63",1,0,1691.374248086811,"no-tilt"
52,58,5,2,5,8,0,6,6,5,5,2,8,52,58,5,5,2,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","52_58",0,"50s_50s","50s_50s_0","52","  58",0,0,1144.7462519665146,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,1154.372605089171,"stim1-tilt-right"
85,62,8,5,6,2,2,3,23,6,8,2,5,62,85,8,6,5,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","62_85",0,"60s_80s","60s_80s_1","  85","62",1,0,1550.9464496754924,"stim1-tilt-right"
53,27,5,3,2,7,3,4,26,2,5,3,7,27,53,5,2,3,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","23_57",8,"20s_50s","20s_50s_1","53","27",1,0,1170.5171995648495,"no-tilt"
35,32,3,5,3,2,0,3,3,3,3,2,5,32,35,3,3,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","32_35",0,"30s_30s","30s_30s_1","35","  32",1,0,1460.5090416094097,"stim2-tilt-right"
65,84,6,5,8,4,2,1,19,6,8,4,5,65,84,6,8,5,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","64_85",2,"60s_80s","60s_80s_0","65  ","84",0,0,2317.393805514015,"stim1-tilt-left"
98,73,9,8,7,3,2,5,25,7,9,3,8,73,98,8,6,18,13,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","73_98",0,"70s_90s","70s_90s_1","98","73  ",1,0,2308.6257519131896,"stim2-tilt-left"
69,72,6,9,7,2,1,7,3,6,7,2,9,69,72,6,6,9,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","62_79",14,"60s_70s","60s_70s_0","69  ","72",0,0,2239.8124665681316,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,2007.5878141932199,"stim2-tilt-right"
86,72,8,6,7,2,1,4,14,7,8,2,6,72,86,8,6,6,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","72_86",0,"70s_80s","70s_80s_1","86","72",1,0,1505.5565273815716,"no-tilt"
87,92,8,7,9,2,1,5,5,8,9,2,7,87,92,8,8,7,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","82_97",10,"80s_90s","80s_90s_0","87","92  ",0,0,1479.6249331362628,"stim2-tilt-left"
79,85,7,9,8,5,1,4,6,7,8,5,9,79,85,6,8,19,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","75_89",8,"70s_80s","70s_80s_0","  79","85",0,0,2569.323441926608,"stim1-tilt-right"
27,28,2,7,2,8,0,1,1,2,2,7,8,27,28,2,2,7,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","27_28",0,"20s_20s","20s_20s_0","27","28  ",0,0,1044.4798462563904,"stim2-tilt-left"
39,25,3,9,2,5,1,4,14,2,3,5,9,25,39,3,2,9,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","25_39",0,"20s_30s","20s_30s_1","39  ","25",1,0,2278.30238657094,"stim1-tilt-left"
89,72,8,9,7,2,1,7,17,7,8,2,9,72,89,8,6,9,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","72_89",0,"70s_80s","70s_80s_1","  89","72",1,0,2083.6861800173474,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,2616.0825599868795,"stim2-tilt-right"
25,29,2,5,2,9,0,4,4,2,2,5,9,25,29,2,2,5,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","25_29",0,"20s_20s","20s_20s_0","25","29",0,0,1751.9124139409437,"no-tilt"
93,65,9,3,6,5,3,2,28,6,9,3,5,65,93,8,6,13,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,"gr60_b10i_b20c","63_95",4,"60s_90s","60s_90s_1","  93","65",1,0,3000,"stim1-tilt-right"
56,58,5,6,5,8,0,2,2,5,5,6,8,56,58,5,5,6,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","56_58",0,"50s_50s","50s_50s_0","56  ","58",0,0,1118.0661592920728,"stim1-tilt-left"
83,86,8,3,8,6,0,3,3,8,8,3,6,83,86,8,8,3,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","83_86",0,"80s_80s","80s_80s_0","83","86  ",0,0,1531.2777288528887,"stim2-tilt-left"
29,23,2,9,2,3,0,6,6,2,2,3,9,23,29,2,2,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","23_29",0,"20s_20s","20s_20s_1","29","  23",1,0,1374.6194491767114,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1313.712739321752,"no-tilt"
94,67,9,4,6,7,3,3,27,6,9,4,7,67,94,8,6,14,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,"gr60_b10i_b20c","64_97",6,"60s_90s","60s_90s_1","94  ","67",1,0,2333.333333333333,"stim1-tilt-left"
82,74,8,2,7,4,1,2,8,7,8,2,4,74,82,8,6,2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_84",4,"70s_80s","70s_80s_1","82","74  ",1,0,1204.1110529546365,"stim2-tilt-left"
23,45,2,3,4,5,2,2,22,2,4,3,5,23,45,2,4,3,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","23_45",0,"20s_40s","20s_40s_0","  23","45",0,0,1942.7321063611043,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1724.6538699031817,"no-tilt"
89,63,8,9,6,3,2,6,26,6,8,3,9,63,89,8,6,9,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_89",0,"60s_80s","60s_80s_1","89","  63",1,0,1084.0334366582476,"stim2-tilt-right"
95,63,9,5,6,3,3,2,32,6,9,3,5,63,95,8,6,15,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_95",0,"60s_90s","60s_90s_1","  95","63",1,0,1385.8364304793945,"stim1-tilt-right"
84,79,8,4,7,9,1,5,5,7,8,4,9,79,84,8,6,4,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","74_89",10,"70s_80s","70s_80s_1","84","79",1,0,3000,"no-tilt"
32,38,3,2,3,8,0,6,6,3,3,2,8,32,38,3,3,2,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","32_38",0,"30s_30s","30s_30s_0","32  ","38",0,0,1832.0583907060386,"stim1-tilt-left"
46,52,4,6,5,2,1,4,6,4,5,2,6,46,52,4,5,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","42_56",8,"40s_50s","40s_50s_0","46","52  ",0,0,1360.2614868044395,"stim2-tilt-left"
76,79,7,6,7,9,0,3,3,7,7,6,9,76,79,6,6,16,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","76_79",0,"70s_70s","70s_70s_0","76","  79",0,0,1414.982469325563,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1174.515762619021,"no-tilt"
35,29,3,5,2,9,1,4,6,2,3,5,9,29,35,3,2,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","25_39",8,"20s_30s","20s_30s_1","35","  29",1,0,1079.427339521629,"stim2-tilt-right"
68,75,6,8,7,5,1,3,7,6,7,5,8,68,75,6,6,8,15,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","65_78",6,"60s_70s","60s_70s_0","  68","75",0,0,1225.1768476118073,"stim1-tilt-right"
28,25,2,8,2,5,0,3,3,2,2,5,8,25,28,2,2,8,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","25_28",0,"20s_20s","20s_20s_1","28","25  ",1,0,2340.6093261602696,"stim2-tilt-left"
93,98,9,3,9,8,0,5,5,9,9,3,8,93,98,8,8,13,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","93_98",0,"90s_90s","90s_90s_0","93  ","98",0,0,1028.3539113834156,"stim1-tilt-left"
89,67,8,9,6,7,2,2,22,6,8,7,9,67,89,8,6,9,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","67_89",0,"60s_80s","60s_80s_1","89","67",1,0,1255.1656641157476,"no-tilt"
28,35,2,8,3,5,1,3,7,2,3,5,8,28,35,2,3,8,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","25_38",6,"20s_30s","20s_30s_0","  28","35",0,0,1204.1110529546365,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,1239.7529341669792,"stim2-tilt-right"
54,38,5,4,3,8,2,4,16,3,5,4,8,38,54,5,3,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","34_58",8,"30s_50s","30s_50s_1","54","38  ",1,0,1406.3073588329178,"stim2-tilt-left"
76,83,7,6,8,3,1,3,7,7,8,3,6,76,83,6,8,16,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","73_86",6,"70s_80s","70s_80s_0","76  ","83",0,0,2138.646883853214,"stim1-tilt-left"
63,97,6,3,9,7,3,4,34,6,9,3,7,63,97,6,8,3,17,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","63_97",0,"60s_90s","60s_90s_0","63","97",0,0,2563.7914160289374,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,1287.9464290592032,"stim1-tilt-left"
87,93,8,7,9,3,1,4,6,8,9,3,7,87,93,8,8,7,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","83_97",8,"80s_90s","80s_90s_0","87","93  ",0,0,1760.1875334318688,"stim2-tilt-left"
45,29,4,5,2,9,2,4,16,2,4,5,9,29,45,4,2,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","25_49",8,"20s_40s","20s_40s_1","45","  29",1,0,2000.0000000000005,"stim2-tilt-right"
84,89,8,4,8,9,0,5,5,8,8,4,9,84,89,8,8,4,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","84_89",0,"80s_80s","80s_80s_0","  84","89",0,0,1121.8661069710142,"stim1-tilt-right"
86,79,8,6,7,9,1,3,7,7,8,6,9,79,86,8,6,6,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","76_89",6,"70s_80s","70s_80s_1","86","  79",1,0,1317.3938055140147,"stim2-tilt-right"
74,62,7,4,6,2,1,2,12,6,7,2,4,62,74,6,6,14,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20w","62_74",0,"60s_70s","60s_70s_1","74","62",1,0,3000,"no-tilt"
58,34,5,8,3,4,2,4,24,3,5,4,8,34,58,5,3,8,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","34_58",0,"30s_50s","30s_50s_1","  58","34",1,0,3000,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,2232.1651199737585,"stim1-tilt-left"
67,92,6,7,9,2,3,5,25,6,9,2,7,67,92,6,8,7,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","62_97",10,"60s_90s","60s_90s_0","67","92  ",0,0,1128.4300519615972,"stim2-tilt-left"
93,87,9,3,8,7,1,4,6,8,9,3,7,87,93,8,8,13,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20w","83_97",8,"80s_90s","80s_90s_1","93","87",1,0,3000,"no-tilt"
78,92,7,8,9,2,2,6,14,7,9,2,8,78,92,6,8,18,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","72_98",12,"70s_90s","70s_90s_0","  78","92",0,0,1790.9380448778327,"stim1-tilt-right"
72,68,7,2,6,8,1,6,4,6,7,2,8,68,72,6,6,12,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20w","62_78",12,"60s_70s","60s_70s_1","72","68  ",1,0,2040.7501337274741,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,2108.5713099163017,"stim2-tilt-right"
83,79,8,3,7,9,1,6,4,7,8,3,9,79,83,8,6,3,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","73_89",12,"70s_80s","70s_80s_1","83  ","79",1,0,2000.0000000000005,"stim1-tilt-left"
49,42,4,9,4,2,0,7,7,4,4,2,9,42,49,4,4,9,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","42_49",0,"40s_40s","40s_40s_1","49","  42",1,0,2583.9708046469814,"stim2-tilt-right"
73,79,7,3,7,9,0,6,6,7,7,3,9,73,79,6,6,13,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","73_79",0,"70s_70s","70s_70s_0","73","79",0,0,3000,"no-tilt"
73,74,7,3,7,4,0,1,1,7,7,3,4,73,74,6,6,13,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","73_74",0,"70s_70s","70s_70s_0","73","74  ",0,0,1156.3533153961484,"stim2-tilt-left"
32,46,3,2,4,6,1,4,14,3,4,2,6,32,46,3,4,2,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","32_46",0,"30s_40s","30s_40s_0","32  ","46",0,0,2544.659502606094,"stim1-tilt-left"
46,32,4,6,3,2,1,4,14,3,4,2,6,32,46,4,3,6,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","32_46",0,"30s_40s","30s_40s_1","  46","32",1,0,1367.6213917831278,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1848.2476799606386,"no-tilt"
