"num1","num2","dec1","unit1","dec2","unit2","dec_dist","unit_dist","num_dist","min_dec","max_dec","min_unit","max_unit","min_num","max_num","vig1","vig2","b20u1","b20u2","within_dec","within_vig","comp","comp_b20","greater60","smaller60","num1_greater","num2_greater","condition","orig_item","dist_discrepancy","dec_pair","matched_group","stim1","stim2","stim1_correct","is_null","isi","stim_shift"
29,34,2,9,3,4,1,5,5,2,3,4,9,29,34,2,3,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","24_39",10,"20s_30s","20s_30s_0","29","34",0,0,1239.6255722774122,"no-tilt"
68,94,6,8,9,4,3,4,26,6,9,4,8,68,94,6,8,8,14,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","64_98",8,"60s_90s","60s_90s_0","68","94  ",0,0,1443.6974992327127,"stim2-tilt-left"
96,82,9,6,8,2,1,4,14,8,9,2,6,82,96,8,8,16,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20w","82_96",0,"80s_90s","80s_90s_1","96  ","82",1,0,1602.8890090825712,"stim1-tilt-left"
74,85,7,4,8,5,1,1,11,7,8,4,5,74,85,6,8,14,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20i","74_85",0,"70s_80s","70s_80s_0","74  ","85",0,0,1557.8858913022596,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1154.372605089171,"no-tilt"
89,73,8,9,7,3,1,6,16,7,8,3,9,73,89,8,6,9,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","73_89",0,"70s_80s","70s_80s_1","  89","73",1,0,1070.0319080373124,"stim1-tilt-right"
32,46,3,2,4,6,1,4,14,3,4,2,6,32,46,3,4,2,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","32_46",0,"30s_40s","30s_40s_0","32","  46",0,0,1632.3832480122223,"stim2-tilt-right"
58,32,5,8,3,2,2,6,26,3,5,2,8,32,58,5,3,8,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","32_58",0,"30s_50s","30s_50s_1","58","32  ",1,0,1112.3999845533551,"stim2-tilt-left"
49,32,4,9,3,2,1,7,17,3,4,2,9,32,49,4,3,9,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","32_49",0,"30s_40s","30s_40s_1","49","  32",1,0,1524.0936494742243,"stim2-tilt-right"
97,83,9,7,8,3,1,4,14,8,9,3,7,83,97,8,8,17,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20w","83_97",0,"80s_90s","80s_90s_1","97","83",1,0,1378.5710734360814,"no-tilt"
72,78,7,2,7,8,0,6,6,7,7,2,8,72,78,6,6,12,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","72_78",0,"70s_70s","70s_70s_0","  72","78",0,0,1531.2777288528887,"stim1-tilt-right"
84,97,8,4,9,7,1,3,13,8,9,4,7,84,97,8,8,4,17,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","84_97",0,"80s_90s","80s_90s_0","84","97  ",0,0,1482.6911740814019,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,3000,"stim1-tilt-left"
52,46,5,2,4,6,1,4,6,4,5,2,6,46,52,5,4,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","42_56",8,"40s_50s","40s_50s_1","52","46",1,0,3000,"no-tilt"
72,89,7,2,8,9,1,7,17,7,8,2,9,72,89,6,8,12,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20i","72_89",0,"70s_80s","70s_80s_0","  72","89",0,0,2115.771782604519,"stim1-tilt-right"
92,75,9,2,7,5,2,3,17,7,9,2,5,75,92,8,6,12,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_95",6,"70s_90s","70s_90s_1","92","75  ",1,0,2115.7410821699846,"stim2-tilt-left"
94,97,9,4,9,7,0,3,3,9,9,4,7,94,97,8,8,14,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","94_97",0,"90s_90s","90s_90s_0","94","  97",0,0,1414.982469325563,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,1500.0765641226426,"stim1-tilt-left"
82,76,8,2,7,6,1,4,6,7,8,2,6,76,82,8,6,2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_86",8,"70s_80s","70s_80s_1","82","  76",1,0,1470.483370298423,"stim2-tilt-right"
54,38,5,4,3,8,2,4,16,3,5,4,8,38,54,5,3,4,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","34_58",8,"30s_50s","30s_50s_1","54","38  ",1,0,1317.3938055140147,"stim2-tilt-left"
89,67,8,9,6,7,2,2,22,6,8,7,9,67,89,8,6,9,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","67_89",0,"60s_80s","60s_80s_1","89","67",1,0,1886.717247440622,"no-tilt"
63,98,6,3,9,8,3,5,35,6,9,3,8,63,98,6,8,3,18,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","63_98",0,"60s_90s","60s_90s_0","63  ","98",0,0,3000,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,1174.515762619021,"stim1-tilt-right"
45,36,4,5,3,6,1,1,9,3,4,5,6,36,45,4,3,5,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","35_46",2,"30s_40s","30s_40s_1","45","36  ",1,0,1360.2614868044395,"stim2-tilt-left"
47,23,4,7,2,3,2,4,24,2,4,3,7,23,47,4,2,7,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","23_47",0,"20s_40s","20s_40s_1","47","  23",1,0,1476.552410619747,"stim2-tilt-right"
69,78,6,9,7,8,1,1,9,6,7,8,9,69,78,6,6,9,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20w","68_79",2,"60s_70s","60s_70s_0","  69","78",0,0,2115.771782604519,"stim1-tilt-right"
29,45,2,9,4,5,2,4,16,2,4,5,9,29,45,2,4,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","25_49",8,"20s_40s","20s_40s_0","29","45",0,0,1510.103897595022,"no-tilt"
62,73,6,2,7,3,1,1,11,6,7,2,3,62,73,6,6,2,13,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20w","62_73",0,"60s_70s","60s_70s_0","62  ","73",0,0,1062.4127002279317,"stim1-tilt-left"
82,76,8,2,7,6,1,4,6,7,8,2,6,76,82,8,6,2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_86",8,"70s_80s","70s_80s_1","82","  76",1,0,1414.982469325563,"stim2-tilt-right"
47,49,4,7,4,9,0,2,2,4,4,7,9,47,49,4,4,7,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","47_49",0,"40s_40s","40s_40s_0","47  ","49",0,0,1129.8401419521942,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1399.0930683995603,"no-tilt"
64,85,6,4,8,5,2,1,21,6,8,4,5,64,85,6,8,4,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","64_85",0,"60s_80s","60s_80s_0","  64","85",0,0,1510.103897595022,"stim1-tilt-right"
83,69,8,3,6,9,2,6,14,6,8,3,9,69,83,8,6,3,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","63_89",12,"60s_80s","60s_80s_1","83","69  ",1,0,1316.6562284132808,"stim2-tilt-left"
54,36,5,4,3,6,2,2,18,3,5,4,6,36,54,5,3,4,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","34_56",4,"30s_50s","30s_50s_1","54","36  ",1,0,1569.323441926607,"stim2-tilt-left"
39,24,3,9,2,4,1,5,15,2,3,4,9,24,39,3,2,9,4,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","24_39",0,"20s_30s","20s_30s_1","39  ","24",1,0,1353.2253403165246,"stim1-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,2108.5713099163017,"stim1-tilt-right"
34,36,3,4,3,6,0,2,2,3,3,4,6,34,36,3,3,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","34_36",0,"30s_30s","30s_30s_0","34","  36",0,0,1392.1885983233706,"stim2-tilt-right"
83,86,8,3,8,6,0,3,3,8,8,3,6,83,86,8,8,3,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","83_86",0,"80s_80s","80s_80s_0","83","86",0,0,2299.2413871555773,"no-tilt"
34,52,3,4,5,2,2,2,18,3,5,2,4,34,52,3,5,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","32_54",4,"30s_50s","30s_50s_0","  34","52",0,0,2317.393805514015,"stim1-tilt-right"
72,69,7,2,6,9,1,7,3,6,7,2,9,69,72,6,6,12,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20w","62_79",14,"60s_70s","60s_70s_1","72","69  ",1,0,1231.5435652090387,"stim2-tilt-left"
23,58,2,3,5,8,3,5,35,2,5,3,8,23,58,2,5,3,8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","23_58",0,"20s_50s","20s_50s_0","23","  58",0,0,1042.4429379478856,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1848.2476799606386,"no-tilt"
89,62,8,9,6,2,2,7,27,6,8,2,9,62,89,8,6,9,2,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","62_89",0,"60s_80s","60s_80s_1","89  ","62",1,0,1317.3938055140147,"stim1-tilt-left"
45,39,4,5,3,9,1,4,6,3,4,5,9,39,45,4,3,5,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","35_49",8,"30s_40s","30s_40s_1","  45","39",1,0,1790.9380448778327,"stim1-tilt-right"
75,89,7,5,8,9,1,4,14,7,8,5,9,75,89,6,8,15,9,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20i","75_89",0,"70s_80s","70s_80s_0","75","  89",0,0,1231.5435652090387,"stim2-tilt-right"
35,46,3,5,4,6,1,1,11,3,4,5,6,35,46,3,4,5,6,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","35_46",0,"30s_40s","30s_40s_0","35","46",0,0,1575.7739183800777,"no-tilt"
62,69,6,2,6,9,0,7,7,6,6,2,9,62,69,6,6,2,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","62_69",0,"60s_60s","60s_60s_0","62  ","69",0,0,1089.1482699378812,"stim1-tilt-left"
84,83,8,4,8,3,0,1,1,8,8,3,4,83,84,8,8,4,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10w_b20w","83_84",0,"80s_80s","80s_80s_1","84","83  ",1,0,1121.8661069710142,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","  ##",NA,1,1369.1465436774388,"stim2-tilt-right"
84,73,8,4,7,3,1,1,11,7,8,3,4,73,84,8,6,4,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","73_84",0,"70s_80s","70s_80s_1","84  ","73",1,0,2442.1141086977404,"stim1-tilt-left"
86,72,8,6,7,2,1,4,14,7,8,2,6,72,86,8,6,6,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","72_86",0,"70s_80s","70s_80s_1","86","72",1,0,1146.7431839417463,"no-tilt"
68,94,6,8,9,4,3,4,26,6,9,4,8,68,94,6,8,8,14,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","64_98",8,"60s_90s","60s_90s_0","  68","94",0,0,1193.820026016113,"stim1-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##  ",NA,1,1080.4127999343984,"stim2-tilt-left"
58,57,5,8,5,7,0,1,1,5,5,7,8,57,58,5,5,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","57_58",0,"50s_50s","50s_50s_1","58  ","57",1,0,2551.5123515648493,"stim1-tilt-left"
83,89,8,3,8,9,0,6,6,8,8,3,9,83,89,8,8,3,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","83_89",0,"80s_80s","80s_80s_0","83","89",0,0,1973.4071877678957,"no-tilt"
82,79,8,2,7,9,1,7,3,7,8,2,9,79,82,8,6,2,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","72_89",14,"70s_80s","70s_80s_1","  82","79",1,0,1089.1482699378812,"stim1-tilt-right"
46,52,4,6,5,2,1,4,6,4,5,2,6,46,52,4,5,6,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10i_b20i","42_56",8,"40s_50s","40s_50s_0","46","52  ",0,0,1108.3318503918472,"stim2-tilt-left"
52,47,5,2,4,7,1,5,5,4,5,2,7,47,52,5,4,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10i_b20i","42_57",10,"40s_50s","40s_50s_1","52","  47",1,0,1634.7876110280297,"stim2-tilt-right"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,1134.9363727182317,"stim1-tilt-right"
93,98,9,3,9,8,0,5,5,9,9,3,8,93,98,8,8,13,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","93_98",0,"90s_90s","90s_90s_0","93","98  ",0,0,2115.7410821699846,"stim2-tilt-left"
62,89,6,2,8,9,2,7,27,6,8,2,9,62,89,6,8,2,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,1,"gr60_b10c_b20c","62_89",0,"60s_80s","60s_80s_0","62  ","89",0,0,1277.2937677064278,"stim1-tilt-left"
68,92,6,8,9,2,3,6,24,6,9,2,8,68,92,6,8,8,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,1,"gr60_b10i_b20c","62_98",12,"60s_90s","60s_90s_0","68","92",0,0,1602.0599913279623,"no-tilt"
84,72,8,4,7,2,1,2,12,7,8,2,4,72,84,8,6,4,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,"gr60_b10c_b20i","72_84",0,"70s_80s","70s_80s_1","84","  72",1,0,1884.2282173954807,"stim2-tilt-right"
49,47,4,9,4,7,0,2,2,4,4,7,9,47,49,4,4,9,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","47_49",0,"40s_40s","40s_40s_1","49  ","47",1,0,1448.4876484351507,"stim1-tilt-left"
93,67,9,3,6,7,3,4,26,6,9,3,7,67,93,8,6,13,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,"gr60_b10i_b20c","63_97",8,"60s_90s","60s_90s_1","93","67",1,0,2397.940008672038,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"  ##","##",NA,1,1263.3256740898485,"stim1-tilt-right"
78,96,7,8,9,6,2,2,18,7,9,6,8,78,96,6,8,18,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","76_98",4,"70s_90s","70s_90s_0","78","96  ",0,0,1857.1119282405703,"stim2-tilt-left"
98,74,9,8,7,4,2,4,24,7,9,4,8,74,98,8,6,18,14,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","74_98",0,"70s_90s","70s_90s_1","98","  74",1,0,1569.323441926607,"stim2-tilt-right"
57,23,5,7,2,3,3,4,34,2,5,3,7,23,57,5,2,7,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","23_57",0,"20s_50s","20s_50s_1","  57","23",1,0,1191.7107427204267,"stim1-tilt-right"
94,96,9,4,9,6,0,2,2,9,9,4,6,94,96,8,8,14,16,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10w_b20w","94_96",0,"90s_90s","90s_90s_0","94","  96",0,0,1857.1119282405703,"stim2-tilt-right"
89,63,8,9,6,3,2,6,26,6,8,3,9,63,89,8,6,9,3,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0,"gr60_b10c_b20c","63_89",0,"60s_80s","60s_80s_1","89","63",1,0,1456.0406893672289,"no-tilt"
23,57,2,3,5,7,3,4,34,2,5,3,7,23,57,2,5,3,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,1,"sm60_b10c_b20c","23_57",0,"20s_50s","20s_50s_0","23","57  ",0,0,3000,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##  ","##",NA,1,1063.3691232786641,"stim1-tilt-left"
49,35,4,9,3,5,1,4,14,3,4,5,9,35,49,4,3,9,5,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","35_49",0,"30s_40s","30s_40s_1","49","  35",1,0,1064.8587456988778,"stim2-tilt-right"
42,43,4,2,4,3,0,1,1,4,4,2,3,42,43,4,4,2,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","42_43",0,"40s_40s","40s_40s_0","  42","43",0,0,1958.6439288884567,"stim1-tilt-right"
49,43,4,9,4,3,0,6,6,4,4,3,9,43,49,4,4,9,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,"sm60_b10w_b20w","43_49",0,"40s_40s","40s_40s_1","49  ","43",1,0,1654.5370546945471,"stim1-tilt-left"
72,85,7,2,8,5,1,3,13,7,8,2,5,72,85,6,8,12,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,1,"gr60_b10c_b20i","72_85",0,"70s_80s","70s_80s_0","72","85",0,0,1326.342326093221,"no-tilt"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##  ",NA,1,1030.778795031714,"stim2-tilt-left"
64,83,6,4,8,3,2,1,19,6,8,3,4,64,83,6,8,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,"gr60_b10i_b20i","63_84",2,"60s_80s","60s_80s_0","64  ","83",0,0,1028.3539113834156,"stim1-tilt-left"
82,65,8,2,6,5,2,3,17,6,8,2,5,65,82,8,6,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10i_b20i","62_85",6,"60s_80s","60s_80s_1","82","  65",1,0,2557.8705410849916,"stim2-tilt-right"
65,64,6,5,6,4,0,1,1,6,6,4,5,64,65,6,6,5,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,"gr60_b10w_b20w","64_65",0,"60s_60s","60s_60s_1","  65","64",1,0,1028.3539113834156,"stim1-tilt-right"
46,32,4,6,3,2,1,4,14,3,4,2,6,32,46,4,3,6,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0,"sm60_b10c_b20c","32_46",0,"30s_40s","30s_40s_1","46","32  ",1,0,1020.8424335627268,"stim2-tilt-left"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null_event",NA,NA,NA,NA,"##","##",NA,1,1195.419216475279,"no-tilt"
42,49,4,2,4,9,0,7,7,4,4,2,9,42,49,4,4,2,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,1,"sm60_b10w_b20w","42_49",0,"40s_40s","40s_40s_0","42  ","49",0,0,1094.8569787727085,"stim1-tilt-left"
